graph_id,label,num_nodes
0,1,9700
1,0,9700
2,0,9700
3,1,9700
4,0,9700
5,0,9700
6,0,9700
7,0,9700
8,0,9700
9,1,9700
10,0,9700
11,1,9700
12,1,9700
13,1,9700
14,0,9700
15,0,9700
16,1,9700
17,0,9700
18,0,9700
19,0,9700
20,0,9700
21,0,9700
22,0,9700
23,0,9700
24,1,9700
25,0,9700
26,0,9700
27,0,9700
28,0,9700
29,0,9700
30,0,9700
31,0,9700
32,1,9700
33,0,9700
34,1,9700
35,0,9700
36,0,9700
37,0,9700
38,0,9700
39,0,9700
40,0,9700
41,0,9700
42,0,9700
43,1,9700
44,0,9700
45,1,9700
46,0,9700
47,0,9700
48,0,9700
49,0,9700
50,0,9700
51,0,9700
52,0,9700
53,0,9700
54,0,9700
55,0,9700
56,0,9700
57,0,9700
58,0,9700
59,0,9700
60,0,9700
61,0,9700
62,0,9700
63,0,9700
64,0,9700
65,0,9700
66,0,9700
67,0,9700
68,0,9700
69,0,9700
70,0,9700
71,0,9700
72,0,9700
73,0,9700
74,0,9700
75,0,9700
76,0,9700
77,0,9700
78,0,9700
79,0,9700
80,1,9700
81,0,9700
82,0,9700
83,0,9700
84,0,9700
85,0,9700
86,0,9700
87,0,9700
88,0,9700
89,0,9700
90,0,9700
91,0,9700
92,0,9700
93,0,9700
94,0,9700
95,0,9700
96,0,9700
97,0,9700
98,0,9700
99,0,9700
100,1,9700
101,1,9700
102,0,9700
103,0,9700
104,0,9700
105,0,9700
106,0,9700
107,1,9700
108,0,9700
109,0,9700
110,0,9700
111,0,9700
112,0,9700
113,1,9700
114,0,9700
115,0,9700
116,0,9700
117,1,9700
118,0,9700
119,0,9700
120,0,9700
121,0,9700
122,0,9700
123,1,9700
124,0,9700
125,0,9700
126,0,9700
127,0,9700
128,0,9700
129,0,9700
130,0,9700
131,0,9700
132,0,9700
133,0,9700
134,0,9700
135,0,9700
136,0,9700
137,0,9700
138,0,9700
139,0,9700
140,0,9700
141,0,9700
142,0,9700
143,0,9700
144,1,9700
145,0,9700
146,0,9700
147,0,9700
148,1,9700
